drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
DB00188,Bortezomib,C0004623,Bacterial infection
DB00188,Bortezomib,C0232849,Bladder pain
DB00188,Bortezomib,C0456909,Blindness
DB00188,Bortezomib,C0018939,Blood disorder
DB00188,Bortezomib,C0580546,Blood glucose abnormal
DB00188,Bortezomib,C0005940,Bone disorder
DB00188,Bortezomib,C0151825,Bone pain
DB00188,Bortezomib,C0428977,Bradycardia
DB00188,Bortezomib,C0006145,Breast disorder
DB00188,Bortezomib,C0085129,Bronchial hyperreactivity
DB00188,Bortezomib,C0006277,Bronchitis
DB00188,Bortezomib,C0006285,Bronchopneumonia
DB00188,Bortezomib,C0006266,Bronchospasm
DB00188,Bortezomib,C0006434,Burn
DB00188,Bortezomib,C0740304,COPD exacerbation
DB00188,Bortezomib,C0022650,Calculus of kidney
DB00188,Bortezomib,C0006840,Candida infection
DB00188,Bortezomib,C0860711,Carbon dioxide decreased
DB00188,Bortezomib,C0018799,Cardiac disorder
DB00188,Bortezomib,C0018801,Cardiac failure
DB00188,Bortezomib,C0018802,Cardiac failure congestive
DB00188,Bortezomib,C0232197,Cardiac fibrillation
DB00188,Bortezomib,C0007177,Cardiac tamponade
DB00188,Bortezomib,C0036980,Cardiogenic shock
DB00188,Bortezomib,C0878544,Cardiomyopathy
DB00188,Bortezomib,C0876994,Cardiotoxicity
DB00188,Bortezomib,C0860239,Catheter related infection
DB00188,Bortezomib,C0949103,Catheter site pain
DB00188,Bortezomib,C0007642,Cellulitis
DB00188,Bortezomib,C0007820,Cerebrovascular disorder
DB00188,Bortezomib,C0278008,Change of bowel habit
DB00188,Bortezomib,C0235710,Chest discomfort
DB00188,Bortezomib,C0085593,Chills
DB00188,Bortezomib,C0008350,Cholelithiasis
DB00188,Bortezomib,C0008370,Cholestasis
DB00188,Bortezomib,C0162529,Colitis ischaemic
DB00188,Bortezomib,C0009421,Coma
DB00188,Bortezomib,C0009763,Conjunctivitis
DB00188,Bortezomib,C0009782,Connective tissue disorder
DB00188,Bortezomib,C0151571,Corneal lesion
DB00188,Bortezomib,C0542052,Coronary artery insufficiency
DB00188,Bortezomib,C0026821,Cramp muscle
DB00188,Bortezomib,C0010481,Cushing's syndrome
DB00188,Bortezomib,C0262988,Cutaneous vasculitis
DB00188,Bortezomib,C0010709,Cyst
DB00188,Bortezomib,C0085692,Cystitis haemorrhagic
DB00188,Bortezomib,C0011127,Decubitus ulcer
DB00188,Bortezomib,C0149871,Deep vein thrombosis
DB00188,Bortezomib,C0011175,Dehydration
DB00188,Bortezomib,C0011849,Diabetes mellitus
DB00188,Bortezomib,C0012569,Diplopia
DB00188,Bortezomib,C0231170,Disability
DB00188,Bortezomib,C0012739,Disseminated intravascular coagulation
DB00188,Bortezomib,C0013182,Drug hypersensitivity
DB00188,Bortezomib,C0314719,Dry eye
DB00188,Bortezomib,C0235234,Dry throat
DB00188,Bortezomib,C0341245,Duodenitis haemorrhagic
DB00188,Bortezomib,C1510450,Dysacusis
DB00188,Bortezomib,C0392699,Dysaesthesia
DB00188,Bortezomib,C0013363,Dysautonomia
DB00188,Bortezomib,C1527344,Dysphonia
DB00188,Bortezomib,C0948296,Ear discomfort
DB00188,Bortezomib,C0013447,Ear disorder
DB00188,Bortezomib,C0271412,Ear haemorrhage
DB00188,Bortezomib,C0699744,Ear infection
DB00188,Bortezomib,C0013491,Ecchymosis
DB00188,Bortezomib,C0743400,Ejection fraction decreased
DB00188,Bortezomib,C0342579,Electrolyte imbalance
DB00188,Bortezomib,C0014130,Endocrine disorder
DB00188,Bortezomib,C0014335,Enteritis
DB00188,Bortezomib,C0151625,Enzyme abnormality
DB00188,Bortezomib,C0014591,Epistaxis
DB00188,Bortezomib,C0041834,Erythema
DB00188,Bortezomib,C0014742,Erythema multiforme
DB00188,Bortezomib,C0014804,Erythromelalgia
DB00188,Bortezomib,C0015300,Exophthalmos
DB00188,Bortezomib,C0015376,Extravasation
DB00188,Bortezomib,C0423006,Eye discharge
DB00188,Bortezomib,C0015397,Eye disorder
DB00188,Bortezomib,C0235266,Eye irritation
DB00188,Bortezomib,C0151827,Eye pain
DB00188,Bortezomib,C0542571,Face oedema
DB00188,Bortezomib,C0015732,Faecal incontinence
DB00188,Bortezomib,C0015734,Faecalith
DB00188,Bortezomib,C0015544,Failure to thrive
DB00188,Bortezomib,C0746883,Febrile neutropenia
DB00188,Bortezomib,C0016169,Fistula
DB00188,Bortezomib,C0016204,Flatulence
DB00188,Bortezomib,C0268000,Fluid retention
DB00188,Bortezomib,C0239571,Foetor hepaticus
DB00188,Bortezomib,C0016658,Fracture
DB00188,Bortezomib,C0026946,Fungal infection
DB00188,Bortezomib,C0017152,Gastritis
DB00188,Bortezomib,C2010560,Gastritis haemorrhagic
DB00188,Bortezomib,C0017181,Gastrointestinal haemorrhage
DB00188,Bortezomib,C0236124,Gastrointestinal obstruction
DB00188,Bortezomib,C0019342,Genital herpes
DB00188,Bortezomib,C0239725,Genital pain
DB00188,Bortezomib,C0018099,Gout
DB00188,Bortezomib,C0014549,Grand mal convulsion
DB00188,Bortezomib,C0018926,Haematemesis
DB00188,Bortezomib,C0018944,Haematoma
DB00188,Bortezomib,C0018965,Haematuria
DB00188,Bortezomib,C0518015,Haemoglobin
DB00188,Bortezomib,C0019079,Haemoptysis
DB00188,Bortezomib,C0151699,Haemorrhage intracranial
DB00188,Bortezomib,C0019087,Haemorrhagic disorder
DB00188,Bortezomib,C0553692,Haemorrhagic stroke
DB00188,Bortezomib,C0018500,Hair disorder
DB00188,Bortezomib,C0018524,Hallucination
DB00188,Bortezomib,C0019158,Hepatitis
DB00188,Bortezomib,C0151763,Hepatocellular injury
DB00188,Bortezomib,C0235378,Hepatotoxicity
DB00188,Bortezomib,C0019270,Hernia
DB00188,Bortezomib,C0019372,Herpes virus infection
DB00188,Bortezomib,C0019521,Hiccups
DB00188,Bortezomib,C0020295,Hydronephrosis
DB00188,Bortezomib,C0020437,Hypercalcaemia
DB00188,Bortezomib,C0020456,Hyperglycaemia
DB00188,Bortezomib,C0151714,Hypermagnesaemia
DB00188,Bortezomib,C0020488,Hypernatraemia
DB00188,Bortezomib,C0085681,Hyperphosphataemia
DB00188,Bortezomib,C0740394,Hyperuricaemia
DB00188,Bortezomib,C0020578,Hyperventilation
DB00188,Bortezomib,C0020580,Hypoaesthesia
DB00188,Bortezomib,C0085383,Hypocapnia
DB00188,Bortezomib,C0085680,Hypochloraemia
DB00188,Bortezomib,C0151723,Hypomagnesaemia
DB00188,Bortezomib,C0085682,Hypophosphataemia
DB00188,Bortezomib,C0546884,Hypovolaemia
DB00188,Bortezomib,C0020683,Hypovolaemic shock
DB00188,Bortezomib,C0242184,Hypoxia
DB00188,Bortezomib,C0020757,Ichthyosis
DB00188,Bortezomib,C2047937,Ill-defined disorder
DB00188,Bortezomib,C0021053,Immune system disorder
DB00188,Bortezomib,C0021141,Inappropriate antidiuretic hormone secretion
DB00188,Bortezomib,C0232461,Increased appetite
DB00188,Bortezomib,C0021308,Infarction
DB00188,Bortezomib,C0851341,Infestation NOS
DB00188,Bortezomib,C0021368,Inflammation
DB00188,Bortezomib,C0151698,Injection site haemorrhage
DB00188,Bortezomib,C0151828,Injection site pain
DB00188,Bortezomib,C0022107,Irritability
DB00188,Bortezomib,C1253936,Joint effusion
DB00188,Bortezomib,C0162298,Joint stiffness
DB00188,Bortezomib,C0152227,Lacrimation increased
DB00188,Bortezomib,C0151738,Large intestine perforation
DB00188,Bortezomib,C1096403,Left ventricular ejection fraction decreased
DB00188,Bortezomib,C0023418,Leukaemia
DB00188,Bortezomib,C2973529,Leukocytoclastic vasculitis
DB00188,Bortezomib,C0023518,Leukocytosis
DB00188,Bortezomib,C0023530,Leukopenia
DB00188,Bortezomib,C0267028,Lip pain
DB00188,Bortezomib,C0085642,Livedo reticularis
DB00188,Bortezomib,C0023895,Liver disorder
DB00188,Bortezomib,C0853813,Local reaction
DB00188,Bortezomib,C0041657,Loss of consciousness
DB00188,Bortezomib,C0149725,Lower respiratory tract infection
DB00188,Bortezomib,C0024115,Lung disorder
DB00188,Bortezomib,C0497156,Lymphadenopathy
DB00188,Bortezomib,C0024236,Lymphoedema
DB00188,Bortezomib,C0024312,Lymphopenia
DB00188,Bortezomib,C0231218,Malaise
DB00188,Bortezomib,C0162429,Malnutrition
DB00188,Bortezomib,C0025061,Mediastinal disorder
DB00188,Bortezomib,C0751295,Memory loss
DB00188,Bortezomib,C0085437,Meningitis bacterial
DB00188,Bortezomib,C0019385,Meningoencephalitis herpetic
DB00188,Bortezomib,C0004936,Mental disorder
DB00188,Bortezomib,C0149931,Migraine
DB00188,Bortezomib,C0026766,Multi-organ failure
DB00188,Bortezomib,C0231530,Muscle twitching
DB00188,Bortezomib,C0026858,Musculoskeletal pain
DB00188,Bortezomib,C0151744,Myocardial ischaemia
DB00188,Bortezomib,C0027339,Nail disorder
DB00188,Bortezomib,C0027441,Nasopharyngitis
DB00188,Bortezomib,C0027651,Neoplasm
DB00188,Bortezomib,C0392525,Nephrolithiasis
DB00188,Bortezomib,C0027813,Neuritis
DB00188,Bortezomib,C0031117,Neuropathy peripheral
DB00188,Bortezomib,C0028643,Numbness
DB00188,Bortezomib,C0085649,Oedema peripheral
DB00188,Bortezomib,C0014868,Oesophagitis
DB00188,Bortezomib,C0028961,Oliguria
DB00188,Bortezomib,C0029132,Optic nerve disorder
DB00188,Bortezomib,C0006849,Oral candidiasis
DB00188,Bortezomib,C0020651,Orthostatic hypotension
DB00188,Bortezomib,C0030196,Pain in extremity
DB00188,Bortezomib,C0236000,Pain in jaw
DB00188,Bortezomib,C0030232,Pallor
DB00188,Bortezomib,C0030252,Palpitations
DB00188,Bortezomib,C0030305,Pancreatitis
DB00188,Bortezomib,C0001339,Pancreatitis acute
DB00188,Bortezomib,C0030312,Pancytopenia
DB00188,Bortezomib,C0030332,Panophthalmitis
DB00188,Bortezomib,C0522224,Paralysis
DB00188,Bortezomib,C0030794,Pelvic pain
DB00188,Bortezomib,C0031039,Pericardial effusion
DB00188,Bortezomib,C0031046,Pericarditis
DB00188,Bortezomib,C0031099,Periodontitis
DB00188,Bortezomib,C0856049,Peripheral embolism
DB00188,Bortezomib,C0235025,Peripheral motor neuropathy
DB00188,Bortezomib,C1112256,Peripheral sensorimotor neuropathy
DB00188,Bortezomib,C0151313,Peripheral sensory neuropathy
DB00188,Bortezomib,C0031256,Petechiae
DB00188,Bortezomib,C0031542,Phlebitis
DB00188,Bortezomib,C0085635,Photopsia
DB00188,Bortezomib,C0549567,Pigmentation disorder
DB00188,Bortezomib,C0005818,Platelet disorder
DB00188,Bortezomib,C0032290,Pneumonia aspiration
DB00188,Bortezomib,C0032326,Pneumothorax
DB00188,Bortezomib,C0042023,Pollakiuria
DB00188,Bortezomib,C0155773,Portal vein thrombosis
DB00188,Bortezomib,C0023524,Progressive multifocal leukoencephalopathy
DB00188,Bortezomib,C0033687,Proteinuria
DB00188,Bortezomib,C0852879,Pulmonary alveolar haemorrhage
DB00188,Bortezomib,C0034063,Pulmonary oedema
DB00188,Bortezomib,C0034150,Purpura
DB00188,Bortezomib,C0034530,Radiation injury
DB00188,Bortezomib,C0221780,Rectal discharge
DB00188,Bortezomib,C0332575,Redness
DB00188,Bortezomib,C0034933,Reflexes abnormal
DB00188,Bortezomib,C0035078,Renal failure
DB00188,Bortezomib,C0035229,Respiratory insufficiency
DB00188,Bortezomib,C0035243,Respiratory tract infection
DB00188,Bortezomib,C0035410,Rhabdomyolysis
DB00188,Bortezomib,C1260880,Rhinorrhoea
DB00188,Bortezomib,C0424790,Rigors
DB00188,Bortezomib,C0036093,Salivary gland disorder
DB00188,Bortezomib,C0036396,Sciatica
DB00188,Bortezomib,C0423602,Sensation of foreign body
DB00188,Bortezomib,C0243026,Sepsis
DB00188,Bortezomib,C0541782,Sinus arrest
DB00188,Bortezomib,C0037199,Sinusitis
DB00188,Bortezomib,C0037278,Skin infection
DB00188,Bortezomib,C0281981,Skin mass
DB00188,Bortezomib,C0037299,Skin ulcer
DB00188,Bortezomib,C0037822,Speech disorder
DB00188,Bortezomib,C0037926,Spinal cord compression
DB00188,Bortezomib,C0038160,Staphylococcal infection
DB00188,Bortezomib,C0038325,Stevens-Johnson syndrome
DB00188,Bortezomib,C0038362,Stomatitis
DB00188,Bortezomib,C0424000,Suicidal ideation
DB00188,Bortezomib,C0231835,Tachypnoea
DB00188,Bortezomib,C0234233,Tenderness
DB00188,Bortezomib,C0039584,Testicular disorder
DB00188,Bortezomib,C0700184,Throat irritation
DB00188,Bortezomib,C0857305,Thrombocytopenic purpura
DB00188,Bortezomib,C0836924,Thrombocytosis
DB00188,Bortezomib,C0040046,Thrombophlebitis
DB00188,Bortezomib,C0009144,Tongue coated
DB00188,Bortezomib,C0151610,Tongue oedema
DB00188,Bortezomib,C0040425,Tonsillitis
DB00188,Bortezomib,C0040479,Torsade de pointes
DB00188,Bortezomib,C0040558,Toxoplasmosis
DB00188,Bortezomib,C0274435,Transfusion reaction
DB00188,Bortezomib,C0007787,Transient ischaemic attack
DB00188,Bortezomib,C0040822,Tremor
DB00188,Bortezomib,C1141949,Troponin I increased
DB00188,Bortezomib,C0041582,Ulcer
DB00188,Bortezomib,C0041969,Urethral disorder
DB00188,Bortezomib,C0042024,Urinary incontinence
DB00188,Bortezomib,C0080274,Urinary retention
DB00188,Bortezomib,C0042075,Urinary tract disorder
DB00188,Bortezomib,C0042029,Urinary tract infection
DB00188,Bortezomib,C0438142,Urine analysis abnormal
DB00188,Bortezomib,C1287298,Urine output
DB00188,Bortezomib,C1368065,Vascular purpura
DB00188,Bortezomib,C0042384,Vasculitis
DB00188,Bortezomib,C0549444,Vein discolouration
DB00188,Bortezomib,C0042485,Venous insufficiency
DB00188,Bortezomib,C0242973,Ventricular dysfunction
DB00188,Bortezomib,C0042514,Ventricular tachycardia
DB00188,Bortezomib,C0042571,Vertigo
DB00188,Bortezomib,C0344232,Vision blurred
DB00188,Bortezomib,C0042850,Vitamin B complex deficiency
DB00188,Bortezomib,C0042996,Vulvitis
DB00188,Bortezomib,C0043096,Weight decreased
DB00188,Bortezomib,C0043144,Wheezing
DB00559,Bosentan,C0232492,Abdominal pain upper
DB00559,Bosentan,C0948089,Acute coronary syndrome
DB00559,Bosentan,C0233472,Affect lability
DB00559,Bosentan,C0002871,Anaemia
DB00559,Bosentan,C0002994,Angioedema
DB00559,Bosentan,C0042373,Angiopathy
DB00559,Bosentan,C0003962,Ascites
DB00559,Bosentan,C0004096,Asthma
DB00559,Bosentan,C0004238,Atrial fibrillation
DB00559,Bosentan,C0004509,Azoospermia
DB00559,Bosentan,C0232849,Bladder pain
DB00559,Bosentan,C0852911,Blood alkaline phosphatase increased
DB00559,Bosentan,C0311468,Blood bilirubin increased
DB00559,Bosentan,C0005940,Bone disorder
DB00559,Bosentan,C0428977,Bradycardia
DB00559,Bosentan,C0006277,Bronchitis
DB00559,Bosentan,C0006266,Bronchospasm
DB00559,Bosentan,C0018799,Cardiac disorder
DB00559,Bosentan,C0018801,Cardiac failure
DB00559,Bosentan,C0038454,Cerebrovascular accident
DB00559,Bosentan,C0085593,Chills
DB00559,Bosentan,C0009763,Conjunctivitis
DB00559,Bosentan,C0026821,Cramp muscle
DB00559,Bosentan,C0011175,Dehydration
DB00559,Bosentan,C0013295,Duodenal ulcer
DB00559,Bosentan,C0013491,Ecchymosis
DB00559,Bosentan,C0013595,Eczema
DB00559,Bosentan,C0855329,Electrocardiogram change
DB00559,Bosentan,C2240374,Eosinophil count increased
DB00559,Bosentan,C0014457,Eosinophilia
DB00559,Bosentan,C0014591,Epistaxis
DB00559,Bosentan,C0041834,Erythema
DB00559,Bosentan,C0014742,Erythema multiforme
DB00559,Bosentan,C0015397,Eye disorder
DB00559,Bosentan,C0235266,Eye irritation
DB00559,Bosentan,C0016204,Flatulence
DB00559,Bosentan,C0268000,Fluid retention
DB00559,Bosentan,C0271650,Glucose tolerance impaired
DB00559,Bosentan,C0018099,Gout
DB00559,Bosentan,C0744727,Haematocrit decreased
DB00559,Bosentan,C0018965,Haematuria
DB00559,Bosentan,C0518015,Haemoglobin
DB00559,Bosentan,C0162119,Haemoglobin decreased
DB00559,Bosentan,C0019079,Haemoptysis
DB00559,Bosentan,C0018989,Hemiparesis
DB00559,Bosentan,C0019158,Hepatitis
DB00559,Bosentan,C0020255,Hydrocephalus
DB00559,Bosentan,C0020456,Hyperglycaemia
DB00559,Bosentan,C0020580,Hypoaesthesia
DB00559,Bosentan,C0020615,Hypoglycaemia
DB00559,Bosentan,C0021053,Immune system disorder
DB00559,Bosentan,C0851341,Infestation NOS
DB00559,Bosentan,C0022107,Irritability
DB00559,Bosentan,C0235886,Leg edema
DB00559,Bosentan,C0023530,Leukopenia
DB00559,Bosentan,C0160390,Liver injury
DB00559,Bosentan,C0041657,Loss of consciousness
DB00559,Bosentan,C0149725,Lower respiratory tract infection
DB00559,Bosentan,C0162429,Malnutrition
DB00559,Bosentan,C0025061,Mediastinal disorder
DB00559,Bosentan,C0004936,Mental disorder
DB00559,Bosentan,C0085633,Mood swings
DB00559,Bosentan,C0231530,Muscle twitching
DB00559,Bosentan,C0026857,Musculoskeletal disorder
DB00559,Bosentan,C0026858,Musculoskeletal pain
DB00559,Bosentan,C0027424,Nasal congestion
DB00559,Bosentan,C0027441,Nasopharyngitis
DB00559,Bosentan,C0085649,Oedema peripheral
DB00559,Bosentan,C0028960,Oligospermia
DB00559,Bosentan,C0020651,Orthostatic hypotension
DB00559,Bosentan,C0030196,Pain in extremity
DB00559,Bosentan,C0236000,Pain in jaw
DB00559,Bosentan,C0030252,Palpitations
DB00559,Bosentan,C0086769,Panic attack
DB00559,Bosentan,C0030332,Panophthalmitis
DB00559,Bosentan,C0235490,Peripheral ischaemia
DB00559,Bosentan,C0042023,Pollakiuria
DB00559,Bosentan,C0034063,Pulmonary oedema
DB00559,Bosentan,C0267596,Rectal haemorrhage
DB00559,Bosentan,C0035078,Renal failure
DB00559,Bosentan,C0235063,Respiratory depression
DB00559,Bosentan,C0035243,Respiratory tract infection
DB00559,Bosentan,C0037199,Sinusitis
DB00559,Bosentan,C0037299,Skin ulcer
DB00559,Bosentan,C0038325,Stevens-Johnson syndrome
DB00559,Bosentan,C0038362,Stomatitis
DB00559,Bosentan,C0038525,Subarachnoid haemorrhage
DB00559,Bosentan,C0700590,Sweating increased
DB00559,Bosentan,C0042420,Syncope vasovagal
DB00559,Bosentan,C0040460,Toothache
DB00559,Bosentan,C0040822,Tremor
DB00559,Bosentan,C0041969,Urethral disorder
DB00559,Bosentan,C0042075,Urinary tract disorder
DB00559,Bosentan,C0042029,Urinary tract infection
DB00559,Bosentan,C0522153,Urine color abnormal
DB00559,Bosentan,C0085612,Ventricular arrhythmia
DB00559,Bosentan,C0042514,Ventricular tachycardia
DB00559,Bosentan,C0042571,Vertigo
DB00559,Bosentan,C0344232,Vision blurred
DB00559,Bosentan,C0043096,Weight decreased
DB00559,Bosentan,C0043144,Wheezing
DB00559,Bosentan,C0043349,Xerophthalmia
DB01158,Bretylium,C0233472,Affect lability
DB01158,Bretylium,C0428977,Bradycardia
DB01158,Bretylium,C0009763,Conjunctivitis
DB01158,Bretylium,C0019521,Hiccups
DB01158,Bretylium,C0220870,Lightheadedness
DB01158,Bretylium,C0041657,Loss of consciousness
DB01158,Bretylium,C0085633,Mood swings
DB01158,Bretylium,C0027424,Nasal congestion
DB01158,Bretylium,C0020651,Orthostatic hypotension
DB01158,Bretylium,C0221201,Rash macular
DB01158,Bretylium,C0700590,Sweating increased
DB01158,Bretylium,C0234233,Tenderness
DB01158,Bretylium,C0151636,Ventricular extrasystoles
DB01158,Bretylium,C0042571,Vertigo
DB00484,Brimonidine,C0702166,Acne
DB00484,Brimonidine,C0162820,Allergic contact dermatitis
DB00484,Brimonidine,C0042373,Angiopathy
DB00484,Brimonidine,C0042165,Anterior uveitis
DB00484,Brimonidine,C0003578,Apnoea
DB00484,Brimonidine,C0003811,Arrhythmia
DB00484,Brimonidine,C0022408,Arthropathy
DB00484,Brimonidine,C0948786,Blanching
DB00484,Brimonidine,C0456909,Blindness
DB00484,Brimonidine,C0020672,Body temperature decreased
DB00484,Brimonidine,C0428977,Bradycardia
DB00484,Brimonidine,C0006277,Bronchitis
DB00484,Brimonidine,C0234655,Burning sensation in eye
DB00484,Brimonidine,C0018799,Cardiac disorder
DB00484,Brimonidine,C0009421,Coma
DB00484,Brimonidine,C0009443,Common cold
DB00484,Brimonidine,C0009760,Conjunctival haemorrhage
DB00484,Brimonidine,C1761613,Conjunctival hyperaemia
DB00484,Brimonidine,C0009763,Conjunctivitis
DB00484,Brimonidine,C0009766,Conjunctivitis allergic
DB00484,Brimonidine,C0010037,Corneal oedema
DB00484,Brimonidine,C0423232,Corneal staining
DB00484,Brimonidine,C0010520,Cyanosis
DB00484,Brimonidine,C0011849,Diabetes mellitus
DB00484,Brimonidine,C0314719,Dry eye
DB00484,Brimonidine,C0041834,Erythema
DB00484,Brimonidine,C0239454,Erythema of eyelid
DB00484,Brimonidine,C0423006,Eye discharge
DB00484,Brimonidine,C0015397,Eye disorder
DB00484,Brimonidine,C0015403,Eye infection
DB00484,Brimonidine,C0235266,Eye irritation
DB00484,Brimonidine,C0743680,Eye oedema
DB00484,Brimonidine,C0151827,Eye pain
DB00484,Brimonidine,C0022281,Eye pruritus
DB00484,Brimonidine,C0235267,Eye redness
DB00484,Brimonidine,C0162285,Eyelid oedema
DB00484,Brimonidine,C0849918,Eyelids pruritus
DB00484,Brimonidine,C0542571,Face oedema
DB00484,Brimonidine,C0221384,Follicular conjunctivitis
DB00484,Brimonidine,C0017601,Glaucoma
DB00484,Brimonidine,C0413252,Hypothermia
DB00484,Brimonidine,C0242184,Hypoxia
DB00484,Brimonidine,C0021053,Immune system disorder
DB00484,Brimonidine,C0234708,Intraocular pressure increased
DB00484,Brimonidine,C0022073,Iridocyclitis
DB00484,Brimonidine,C0423153,Lacrimation
DB00484,Brimonidine,C0152227,Lacrimation increased
DB00484,Brimonidine,C0041657,Loss of consciousness
DB00484,Brimonidine,C0025061,Mediastinal disorder
DB00484,Brimonidine,C0004936,Mental disorder
DB00484,Brimonidine,C0027424,Nasal congestion
DB00484,Brimonidine,C0231919,Nasal dryness
DB00484,Brimonidine,C0027441,Nasopharyngitis
DB00484,Brimonidine,C0155169,Ocular hyperaemia
DB00484,Brimonidine,C0863079,Ocular stinging
DB00484,Brimonidine,C0241136,Pain of skin
DB00484,Brimonidine,C0030232,Pallor
DB00484,Brimonidine,C0030252,Palpitations
DB00484,Brimonidine,C0259799,Punctate keratitis
DB00484,Brimonidine,C0235063,Respiratory depression
DB00484,Brimonidine,C0035243,Respiratory tract infection
DB00484,Brimonidine,C0205204,Scab
DB00484,Brimonidine,C0423602,Sensation of foreign body
DB00484,Brimonidine,C0037199,Sinusitis
DB00484,Brimonidine,C0241057,Skin burning sensation
DB00484,Brimonidine,C0863084,Skin discomfort
DB00484,Brimonidine,C0677500,Stinging
DB00484,Brimonidine,C1096543,Superficial punctate keratopathy
DB00484,Brimonidine,C0038999,Swelling
DB00484,Brimonidine,C0042401,Vasodilation
DB00484,Brimonidine,C0344232,Vision blurred
DB00484,Brimonidine,C0547030,Visual disturbance
DB01194,Brinzolamide,C0232492,Abdominal pain upper
DB01194,Brinzolamide,C0002170,Alopecia
DB01194,Brinzolamide,C0042373,Angiopathy
DB01194,Brinzolamide,C0085632,Apathy
DB01194,Brinzolamide,C0003811,Arrhythmia
DB01194,Brinzolamide,C0004096,Asthma
DB01194,Brinzolamide,C0428977,Bradycardia
DB01194,Brinzolamide,C0006145,Breast disorder
DB01194,Brinzolamide,C0085129,Bronchial hyperreactivity
DB01194,Brinzolamide,C0006277,Bronchitis
DB01194,Brinzolamide,C0018799,Cardiac disorder
DB01194,Brinzolamide,C0235710,Chest discomfort
DB01194,Brinzolamide,C1761613,Conjunctival hyperaemia
DB01194,Brinzolamide,C0009763,Conjunctivitis
DB01194,Brinzolamide,C0009766,Conjunctivitis allergic
DB01194,Brinzolamide,C0009782,Connective tissue disorder
DB01194,Brinzolamide,C0010037,Corneal oedema
DB01194,Brinzolamide,C0423232,Corneal staining
DB01194,Brinzolamide,C0344315,Depressed mood
DB01194,Brinzolamide,C0232459,Digestion impaired
DB01194,Brinzolamide,C0012569,Diplopia
DB01194,Brinzolamide,C0314719,Dry eye
DB01194,Brinzolamide,C0155177,Eczema eyelids
DB01194,Brinzolamide,C0014591,Epistaxis
DB01194,Brinzolamide,C0041834,Erythema
DB01194,Brinzolamide,C0239454,Erythema of eyelid
DB01194,Brinzolamide,C0852875,Eye allergy
DB01194,Brinzolamide,C0423006,Eye discharge
DB01194,Brinzolamide,C0015397,Eye disorder
DB01194,Brinzolamide,C0235266,Eye irritation
DB01194,Brinzolamide,C0151827,Eye pain
DB01194,Brinzolamide,C0022281,Eye pruritus
DB01194,Brinzolamide,C0015423,Eyelid disorder
DB01194,Brinzolamide,C0162285,Eyelid oedema
DB01194,Brinzolamide,C0849918,Eyelids pruritus
DB01194,Brinzolamide,C0549209,Feeling jittery
DB01194,Brinzolamide,C0233471,Flat affect
DB01194,Brinzolamide,C0016204,Flatulence
DB01194,Brinzolamide,C0920171,Foreign body sensation in eyes
DB01194,Brinzolamide,C0018500,Hair disorder
DB01194,Brinzolamide,C0026826,Hypertonia
DB01194,Brinzolamide,C0020580,Hypoaesthesia
DB01194,Brinzolamide,C0521592,Hypoaesthesia oral
DB01194,Brinzolamide,C2047937,Ill-defined disorder
DB01194,Brinzolamide,C0021053,Immune system disorder
DB01194,Brinzolamide,C0851341,Infestation NOS
DB01194,Brinzolamide,C0234708,Intraocular pressure increased
DB01194,Brinzolamide,C0022107,Irritability
DB01194,Brinzolamide,C0022573,Keratoconjunctivitis
DB01194,Brinzolamide,C0235270,Keratopathy
DB01194,Brinzolamide,C0423153,Lacrimation
DB01194,Brinzolamide,C0152227,Lacrimation increased
DB01194,Brinzolamide,C0549373,Laryngeal pain
DB01194,Brinzolamide,C0023646,Lichen planus
DB01194,Brinzolamide,C0271321,Madarosis
DB01194,Brinzolamide,C0231218,Malaise
DB01194,Brinzolamide,C0162429,Malnutrition
DB01194,Brinzolamide,C0025061,Mediastinal disorder
DB01194,Brinzolamide,C0233794,Memory impairment
DB01194,Brinzolamide,C0004936,Mental disorder
DB01194,Brinzolamide,C0027424,Nasal congestion
DB01194,Brinzolamide,C0231919,Nasal dryness
DB01194,Brinzolamide,C0027441,Nasopharyngitis
DB01194,Brinzolamide,C0948595,Ocular discomfort
DB01194,Brinzolamide,C0155169,Ocular hyperaemia
DB01194,Brinzolamide,C0085649,Oedema peripheral
DB01194,Brinzolamide,C0014868,Oesophagitis
DB01194,Brinzolamide,C0030196,Pain in extremity
DB01194,Brinzolamide,C0030252,Palpitations
DB01194,Brinzolamide,C0521591,Paraesthesia oral
DB01194,Brinzolamide,C0858635,Pharyngolaryngeal pain
DB01194,Brinzolamide,C0085635,Photopsia
DB01194,Brinzolamide,C0042023,Pollakiuria
DB01194,Brinzolamide,C0475858,Pruritus generalised
DB01194,Brinzolamide,C0259799,Punctate keratitis
DB01194,Brinzolamide,C0423791,Rash maculo-papular
DB01194,Brinzolamide,C0427457,Red blood cell count decreased
DB01194,Brinzolamide,C1260880,Rhinorrhoea
DB01194,Brinzolamide,C0205204,Scab
DB01194,Brinzolamide,C0423271,Scleral hyperaemia
DB01194,Brinzolamide,C0423602,Sensation of foreign body
DB01194,Brinzolamide,C0152029,Sinus congestion
DB01194,Brinzolamide,C0037199,Sinusitis
DB01194,Brinzolamide,C0241166,Skin tightness
DB01194,Brinzolamide,C0233494,Tension
